"ID","INV","DATA","CATALOG","PCODE","QTY","custnum","custname","TYPE"
1572,153756,11/97/11',Toys,TY1600,3,1808,NULL,,Orders'
1573,153756,11/97/11',Toys,TY1650,1,1809,NULL,,Orders'
1574,153756,11/97/11',Toys,TY1950,3,181,NULL,,Orders'
1575,153756,11/97/11',Toys,TY2300,1,1810,NULL,,Orders'
1576,165674,1/98/16',Gardening,GD4200,1,1811,NULL,,Orders'
1577,166984,1/98/24',Gardning,GD3100,1,1812,NULL,,Orders'
1578,186702,5/98/3',Software,SW2842,1,1813,NULL,,Orders'
1579,193843,6/98/3',Software,SW6269,1,1814,NULL,,Orders'
1580,200649,7/98/2',Sports,SP1200,1,1815,NULL,,Orders'
1581,200649,7/98/2',Sports,SP2400,1,1816,NULL,,Orders'
1582,200649,7/98/2',Sports,SP3100,1,1817,NULL,,Orders'
1583,221592,9/98/29',Toys,TY3500,1,1818,NULL,,Orders'
1584,226801,10/98/21',Pets,PT3300,1,1819,NULL,,Orders'
1585,98769,4/00/11',Gardening,GD1010,1,182,NULL,,Orders'
1586,98769,4/00/11',Gardening,GD1200,1,1820,NULL,,Orders'
1587,98769,4/00/11',Gardening,GD3000,1,1821,NULL,,Orders'
1588,98769,4/00/11',Gardening,GD3400,1,1822,NULL,,Orders'
1589,99531,4/00/17',Gardening,GD2000,3,1823,NULL,,Orders'
1590,99531,4/00/17',Gardening,GD3300,1,1824,NULL,,Orders'
1591,99531,4/00/17',Gardening,GD4100,1,1825,NULL,,Orders'
1592,105981,6/00/3',Toys,TY1500,1,1826,NULL,,Orders'
1593,105981,6/00/3',Toys,TY2200,1,1827,NULL,,Orders'
1594,105981,6/00/3',Toys,TY3600,1,1828,NULL,,Orders'
1595,105981,6/00/3',Toys,TY4700,2,1829,NULL,,Orders'
1596,112152,7/00/11',Sports,SP1000,3,183,NULL,,Orders'
1597,125258,9/00/20',Pets,PT3400,3,1830,NULL,,Orders'
1598,133973,11/00/5',Toys,TY1600,1,1831,NULL,,Orders'
1599,135904,11/00/15',Software,SW1612,1,1832,NULL,,Orders'
1600,140077,12/00/7',Sports,SP2600,1,1833,NULL,,Orders'
1601,147828,1/01/17',Gardening,GD1200,2,1834,NULL,,Orders'
1602,153756,2/01/18',Toys,TY1600,3,1835,NULL,,Orders'
1603,153756,2/01/18',Toys,TY1650,1,1836,NULL,,Orders'
1604,153756,2/01/18',Toys,TY1950,3,1837,NULL,,Orders'
1605,153756,2/01/18',Toys,TY2300,1,1838,NULL,,Orders'
1606,165674,4/01/25',Gardening,GD4200,1,1839,NULL,,Orders'
1607,166984,5/01/3',Gardening,GD3100,1,184,NULL,,Orders'
1608,136692,8/97/12',Sports,SP1100,1,1840,NULL,,Orders'
1609,162712,12/97/28',Toys,TY3500,1,1841,NULL,,Orders'
1610,198311,6/98/22',Toys,TY1500,2,1842,NULL,,Orders'
1611,198311,6/98/22',Toys,TY1850,4,1843,NULL,,Orders'
1612,198311,6/98/22',Toys,TY5300,1,1844,NULL,,Orders'
1613,203664,7/98/15',Gardening,GD1200,1,1845,NULL,,Orders'
1614,224704,10/98/12',Sports,SP1000,1,1846,NULL,,Orders'
1615,136692,11/00/19',Sports,SP1100,1,1847,NULL,,Orders'
1616,162712,4/01/6',Toys,TY3500,1,1848,NULL,,Orders'
1617,103607,2/97/8',Pets,PT2000,4,1849,NULL,,Orders'
1618,109144,3/97/16',Toys,TY4300,1,185,NULL,,Orders'
1619,128648,7/97/1',Gardening,GD1100,1,1850,NULL,,Orders'
1620,128648,7/97/1',Gardening,GD1600,1,1851,NULL,,Orders'
1621,128648,7/97/1',Gardening,GD2100,1,1852,NULL,,Orders'
1622,128648,7/97/1',Gardening,GD3200,3,1853,NULL,,Orders'
1623,132446,7/97/21',Pets,PT1400,1,1854,NULL,,Orders'
1624,132446,7/97/21',Pets,PT2000,1,1855,NULL,,Orders'
1625,132446,7/97/21',Pets,PT2100,1,1856,NULL,,Orders'
1626,161216,12/97/20',Software,SW2782,4,1857,NULL,,Orders'
1627,182278,4/98/13',Toys,TY2700,1,1858,NULL,,Orders'
1628,182278,4/98/13',Toys,TY4700,4,1859,NULL,,Orders'
1629,182278,4/98/13',Toys,TY4800,2,186,NULL,,Orders'
1630,182278,4/98/13',Toys,TY5400,4,1860,NULL,,Orders'
1631,196404,6/98/14',Gardening,GD1001,1,1861,NULL,,Orders'
1632,214454,8/98/30',Pets,PT3400,1,1862,NULL,,Orders'
1633,216352,9/98/7',Pets,PT1100,1,1863,NULL,,Orders'
1634,216352,9/98/7',Pets,PT1300,1,1864,NULL,,Orders'
1635,216352,9/98/7',Pets,PT1400,2,1865,NULL,,Orders'
1636,216352,9/98/7',Pets,PT3100,1,1866,NULL,,Orders'
1637,232177,11/98/13',Sports,SP3400,1,1867,NULL,,Orders'
1638,240100,12/98/17',Pets,PT2300,3,1868,NULL,,Orders'
1639,242162,12/98/26',Toys,TY3500,1,1869,NULL,,Orders'
1640,103607,5/00/18',Pets,PT2000,4,187,NULL,,Orders'
1641,109144,6/00/23',Toys,TY4300,1,1870,NULL,,Orders'
1642,128648,10/00/8',Gardening,GD1100,1,1871,NULL,,Orders'
1643,128648,10/00/8',Gardening,GD1600,1,1872,NULL,,Orders'
1644,128648,10/00/8',Gardening,GD2100,1,1873,NULL,,Orders'
1645,128648,10/00/8',Gardening,GD3200,3,1874,NULL,,Orders'
1646,132446,10/00/28',Pets,PT1400,1,1875,NULL,,Orders'
1647,132446,10/00/28',Pets,PT2000,1,1876,NULL,,Orders'
1648,132446,10/00/28',Pets,PT2100,1,1877,NULL,,Orders'
1649,161216,3/01/29',Software,SW2782,4,1878,NULL,,Orders'
1650,103884,2/97/10',Software,SW4550,2,1879,NULL,,Orders'
1651,103884,2/97/10',Software,SW5493,1,188,NULL,,Orders'
1652,103884,2/97/10',Software,SW7573,2,1880,NULL,,Orders'
1653,108333,3/97/11',Sports,SP3000,1,1881,NULL,,Orders'
1654,122789,5/97/31',Pets,PT1200,3,1882,NULL,,Orders'
1655,136094,8/97/9',Pets,PT1400,1,1883,NULL,,Orders'
1656,159499,12/97/11',Pets,PT1400,2,1884,NULL,,Orders'
1657,162903,12/97/29',Toys,TY3500,4,1885,NULL,,Orders'
1658,165341,1/98/14',Sports,SP2300,1,1886,NULL,,Orders'
1659,166341,1/98/20',Sports,SP2600,1,1887,NULL,,Orders'
1660,184312,4/98/22',Pets,PT1400,4,1888,NULL,,Orders'
1661,205970,7/98/25',Toys,TY5300,1,1889,NULL,,Orders'
1662,211924,8/98/19',Gardening,GD10!),3,189,NULL,,Orders'
1663,219960,9/98/22',Pets,PT1300,3,1890,NULL,,Orders'
1664,219960,9/98/22',Pets,PT2000,1,1891,NULL,,Orders'
1665,219960,9/98/22',Pets,PT2400,1,1892,NULL,,Orders'
1666,228922,10/98/30',Sports,SP2300,1,1893,NULL,,Orders'
1667,103884,5/00/20',Software,SW4550,2,1894,NULL,,Orders'
1668,103884,5/00/20',Software,SW5493,1,1895,NULL,,Orders'
1669,103884,5/00/20',Software,SW7573,2,1896,NULL,,Orders'
1670,108333,6/00/18',Sports,SP3000,1,1897,NULL,,Orders'
1671,122789,9/00/7',Pets,PT1200,3,1898,NULL,,Orders'
1672,136094,11/00/16',Pets,PT1400,1,1899,NULL,,Orders'
1673,159499,3/01/20',Pets,PT1400,2,19,NULL,,Orders'
1674,162903,4/01/7',Toys,TY3500,4,190,NULL,,Orders'
1675,165341,4/01/23',Sports,SP2300,1,1900,NULL,,Orders'
1676,166341,4/01/29',Sports,SP2600,1,1901,NULL,,Orders'
1677,104469,2/97/14',Gardening,GD2100,1,1902,NULL,,Orders'
1678,121821,5/97/26',Gardening,GD2400,4,1903,NULL,,Orders'
1679,131889,7/97/18',Toys,TY4200,2,1904,NULL,,Orders'
1680,133612,7/97/27',Sports,SP3100,1,1905,NULL,,Orders'
1681,137773,8/97/18',Toys,TY1650,1,1906,NULL,,Orders'
1682,138515,8/97/22',Sports,SP2300,2,1907,NULL,,Orders'
1683,138515,8/97/22',Sports,SP2700,3,1908,NULL,,Orders'
1684,185178,4/98/26',Software,SW9521,1,1909,NULL,,Orders'
1685,191067,5/98/22',Pets,PT3300,1,191,NULL,,Orders'
1686,191067,5/98/22',Pets,PT4100,1,1910,NULL,,Orders'
1687,191067,5/98/22',Pets,PT4300,1,1911,NULL,,Orders'
1688,225151,10/98/14',Gardening,GD2200,1,1912,NULL,,Orders'
1689,231492,11/98/10',Pets,PT4300,1,1913,NULL,,Orders'
1690,234083,11/98/21',Sports,SP1000,1,1914,NULL,,Orders'
1691,234083,11/98/21',Sports,SP1400,3,1915,NULL,,Orders'
1692,234083,11/98/21',Sports,SP2700,1,1916,NULL,,Orders'
1693,104469,5/00/24',Gardening,GD2100,1,1917,NULL,,Orders'
1694,121821,9/00/2',Gardening,GD2400,4,1918,NULL,,Orders'
1695,131889,10/00/25',Toys,TY4200,2,1919,NULL,,Orders'
1696,133612,11/00/3',Sports,SP3100,1,192,NULL,,Orders'
1697,137773,11/00/25',Toys,TY1650,1,1920,NULL,,Orders'
1698,138515,11/00/29',Sports,SP2300,2,1921,NULL,,Orders'
1699,138515,11/00/29',Sports,SP2700,3,1922,NULL,,Orders'
1700,106332,2/97/26',Gardning,GD1001,1,1923,NULL,,Orders'
1701,110175,3/97/22',Sports,SP1400,1,1924,NULL,,Orders'
1702,116055,4/97/25',Pets,PT1300,1,1925,NULL,,Orders'
1703,119633,5/97/14',Pets,PT3500,1,1926,NULL,,Orders'
1704,131491,7/97/16',Pets,PT1200,1,1927,NULL,,Orders'
1705,137062,8/97/14',Toys,TY1400,1,1928,NULL,,Orders'
1706,137062,8/97/14',Toys,TY4600,4,1929,NULL,,Orders'
1707,137062,8/97/14',Toys,TY5100,1,193,NULL,,Orders'
1708,137062,8/97/14',Toys,TY5100,1,1930,NULL,,Orders'
1709,143160,9/97/15',Toys,TY1900,3,1931,NULL,,Orders'
1710,147124,10/97/6',Software,SW2782,1,1932,NULL,,Orders'
1711,147455,10/97/8',Sports,SP3000,2,1933,NULL,,Orders'
1712,149673,10/97/20',Sports,SP2500,1,1934,NULL,,Orders'
1713,157786,12/97/2',Collectibles,CC2300,1,1935,NULL,,Orders'
1714,157786,12/97/2',Collectibles,CC3100,2,1936,NULL,,Orders'
1715,157786,12/97/2',Collectibles,CC4300,1,1937,NULL,,Orders'
1716,157786,12/97/2',Collectibles,CC4600,1,1938,NULL,,Orders'
1717,187607,5/98/7',Sports,SP1000,1,1939,NULL,,Orders'
1718,209246,8/98/8',Gardening,GD1400,1,194,NULL,,Orders'
1719,209246,8/98/8',Gardening,GD1600,4,1940,NULL,,Orders'
1720,209246,8/98/8',Gardening,gd2300,1,1941,NULL,,Orders'
1721,216623,9/98/8',Pets,PT4400,1,1942,NULL,,Orders'
1722,106332,6/00/5',Gardening,GD1001,1,1943,NULL,,Orders'
1723,110175,6/00/29',Sports,SP1400,1,1944,NULL,,Orders'
1724,116055,8/00/2',Pets,PT1300,1,1945,NULL,,Orders'
1725,119633,8/00/21',Pets,PT3500,1,1946,NULL,,Orders'
1726,131491,10/00/23',Pets,PT1200,1,1947,NULL,,Orders'
1727,137062,11/00/21',Toys,TY1400,1,1948,NULL,,Orders'
1728,137062,11/00/21',Toys,TY4600,4,1949,NULL,,Orders'
1729,137062,11/00/21',Toys,TY5100,1,195,NULL,,Orders'
1730,137062,11/00/21',Toys,TY5100,1,1950,NULL,,Orders'
1731,143160,12/00/23',Toys,TY1900,3,1951,NULL,,Orders'
1732,147124,1/01/13',Software,SW2782,1,1952,NULL,,Orders'
1733,147455,1/01/15',Sports,SP3000,2,1953,NULL,,Orders'
1734,149673,1/01/27',Sports,SP2500,1,1954,NULL,,Orders'
1735,157786,3/01/11',Collectibles,CC2300,1,1955,NULL,,Orders'
1736,157786,3/01/11',Collectibles,CC3100,2,1956,NULL,,Orders'
1737,157786,3/01/11',Collectibles,CC4300,1,1957,NULL,,Orders'
1738,157786,3/01/11',Collectibles,CC4600,1,1958,NULL,,Orders'
1739,98894,1/97/3',Pets,PT3200,1,1959,NULL,,Orders'
1740,112485,4/97/5',Toys,TY1800,1,196,NULL,,Orders'
1741,112485,4/97/5',Toys,TY4100,1,1960,NULL,,Orders'
1742,112485,4/97/5',Toys,TY4200,3,1961,NULL,,Orders'
1743,132637,7/97/22',Toys,TY1700,1,1962,NULL,,Orders'
1744,166017,1/98/18',Gardening,GD1500,1,1963,NULL,,Orders'
1745,166017,1/98/18',Gardening,GD2300,4,1964,NULL,,Orders'
1746,207600,8/98/1',Pets,PT4400,1,1965,NULL,,Orders'
1747,221110,9/98/27',Toys,TY2200,1,1966,NULL,,Orders'
1748,223081,10/98/5',Sports,SP2500,1,1967,NULL,,Orders'
1749,223081,10/98/5',Sports,SP2600,1,1968,NULL,,Orders'
1750,223081,10/98/5',Sports,SP3100,4,1969,NULL,,Orders'
1751,241522,12/98/23',Sports,SP1500,1,197,NULL,,Orders'
1752,98894,4/00/12',Pets,PT3200,1,1970,NULL,,Orders'
1753,112485,7/00/13',Toys,TY1800,1,1971,NULL,,Orders'
1754,112485,7/00/13',Toys,TY4100,1,1972,NULL,,Orders'
1755,112485,7/00/13',Toys,TY4200,3,1973,NULL,,Orders'
1756,132637,10/00/29',Toys,TY1700,1,1974,NULL,,Orders'
1757,166017,4/01/27',Gardening,GD1500,1,1975,NULL,,Orders'
1758,166017,4/01/27',Gardening,GD2300,4,1976,NULL,,Orders'
1759,100128,1/97/13',Toys,TY1700,4,1977,NULL,,Orders'
1760,122228,5/97/28',Gardening,GD1001,2,1978,NULL,,Orders'
1761,186925,5/98/4',Gardening,GD1010,1,1979,NULL,,Orders'
1762,186925,5/98/4',Gardening,GD2100,2,198,NULL,,Orders'
1763,186925,5/98/4',Gardening,GD4000,1,1980,NULL,,Orders'
1764,189194,5/98/14',Sports,SP1000,2,1981,NULL,,Orders'
1765,213793,8/98/27',Sports,SP2500,1,1982,NULL,,Orders'
1766,229149,10/98/31',Pets,PT2100,1,1983,NULL,,Orders'
1767,232423,11/98/14',Pets,PT3300,1,1984,NULL,,Orders'
1768,235889,11/98/29',Software,SW3909,3,1985,NULL,,Orders'
1769,239434,12/98/14',Pets,PT4400,2,1986,NULL,,Orders'
1770,100128,4/00/22',Toys,TY1700,4,1987,NULL,,Orders'
1771,122228,9/00/4',Gardening,GD1001,2,1988,NULL,,Orders'
1772,120160,5/97/17',Toys,TY1500,4,1989,NULL,,Orders'
1773,120160,5/97/17',Toys,TY2600,2,199,NULL,,Orders'
1774,120160,5/97/17',Toys,TY5200,1,1990,NULL,,Orders'
1775,120160,5/97/17',Toys,TY5300,2,1991,NULL,,Orders'
1776,122419,5/97/29',Gardening,GD1600,1,1992,NULL,,Orders'
1777,122419,5/97/29',Gardening,gd2200,3,1993,NULL,,Orders'
1778,122419,5/97/29',Gardening,GD3200,1,1994,NULL,,Orders'
1779,133435,7/97/26',Sports,SP3000,1,1995,NULL,,Orders'
1780,138334,8/97/21',Sports,SP3000,1,1996,NULL,,Orders'
1781,142182,9/97/10',Pets,PT1400,3,1997,NULL,,Orders'
1782,150837,10/97/26',Pets,PT1300,3,1998,NULL,,Orders'
1783,155292,11/97/19',Toys,TY4500,1,1999,NULL,,Orders'
1784,198090,6/98/21',Gardening,GD3000,1,2,NULL,,Orders'
1785,201143,7/98/4',Pets,PT2100,3,20,NULL,,Orders'
1786,202070,7/98/8',Sports,SP1400,1,200,NULL,,Orders'
1787,202070,7/98/8',Sports,SP2400,1,2000,NULL,,Orders'
1788,202070,7/98/8',Sports,SP2500,3,2001,NULL,,Orders'
1789,202986,7/98/12',Pets,PT4200,4,2002,NULL,,Orders'
1790,208538,8/98/5',Toys,TY1700,1,2003,NULL,,Orders'
1791,208538,8/98/5',Toys,TY2700,2,2004,NULL,,Orders'
1792,208538,8/98/5',Toys,TY5300,1,2005,NULL,,Orders'
1793,210006,8/98/11',Sports,SP1200,1,2006,NULL,,Orders'
1794,226583,10/98/20',Pets,PT2300,1,2007,NULL,,Orders'
1795,226582,10/98/20',Software,SW7384,4,2008,NULL,,Orders'
1796,120160,8/00/24',Toys,TY1500,4,2009,NULL,,Orders'
1797,120160,8/00/24',Toys,TY2600,2,201,NULL,,Orders'
1798,120160,8/00/24',Toys,TY5200,1,2010,NULL,,Orders'
1799,120160,8/00/24',Toys,TY5300,2,2011,NULL,,Orders'
1800,122419,9/00/5',Gardening,GD1600,1,2012,NULL,,Orders'
1801,122419,9/00/5',Gardening,GD2200,3,2013,NULL,,Orders'
1802,122419,9/00/5',Gardening,GD3200,1,2014,NULL,,Orders'
1803,133435,11/00/2',Sports,SP3000,1,2015,NULL,,Orders'
1804,138334,11/00/28',Sports,SP3000,1,2016,NULL,,Orders'
1805,142182,12/00/18',Pets,PT1400,3,2017,NULL,,Orders'
1806,150837,2/01/2',Pets,PT1300,3,2018,NULL,,Orders'
1807,155292,2/01/26',Toys,TY4500,1,2019,NULL,,Orders'
1808,100664,1/97/17',Toys,TY1950,4,202,NULL,,Orders'
1809,149676,10/97/20',Sports,SP3300,3,2020,NULL,,Orders'
1810,150423,10/97/24',Pets,PT2300,1,2021,NULL,,Orders'
1811,166021,1/98/18',Pets,PT3300,1,2022,NULL,,Orders'
1812,166021,1/98/18',Pets,PT4200,1,2023,NULL,,Orders'
1813,190135,5/98/18',Collectibles,CC2300,1,2024,NULL,,Orders'
1814,190135,5/98/18',Collectibles,CC3300,1,2025,NULL,,Orders'
1815,190135,5/98/18',Collectables,cc1100,2,2026,NULL,,Orders'
1816,198765,6/98/24',Sports,SP1300,1,2027,NULL,,Orders'
1817,218764,9/98/17',Toys,TY3200,1,2028,NULL,,Orders'
1818,228211,10/98/27',Sports,SP2600,3,2029,NULL,,Orders'
1819,240118,12/98/17',Sports,SP1500,2,203,NULL,,Orders'
1820,100664,4/00/26',Toys,TY1950,4,2030,NULL,,Orders'
1821,149676,1/01/27',Sports,SP3300,3,2031,NULL,,Orders'
1822,150423,1/01/31',Pets,PT2300,1,2032,NULL,,Orders'
1823,166021,4/01/27',Pets,PT3300,1,2033,NULL,,Orders'
1824,166021,4/01/27',Pets,PT4200,1,2034,NULL,,Orders'
1825,103076,2/97/4',Pets,PT1200,1,2035,NULL,,Orders'
1826,103076,2/97/4',Pets,PT2100,2,2036,NULL,,Orders'
1827,103076,2/97/4',Pets,PT3500,3,2037,NULL,,Orders'
1828,108833,3/97/14',Gardening,GD2000,1,2038,NULL,,Orders'
1829,130954,7/97/13',Toys,TY1300,3,2039,NULL,,Orders'
1830,130954,7/97/13',Toys,TY4200,1,204,NULL,,Orders'
1831,130954,7/97/13',Toys,TY5300,1,2040,NULL,,Orders'
1832,157794,12/97/2',Sports,SP3300,1,2041,NULL,,Orders'
1833,187853,5/98/8',Gardening,GD4100,2,2042,NULL,,Orders'
1834,202511,7/98/10',Sports,SP3000,1,2043,NULL,,Orders'
1835,226081,10/98/18',Toys,TY1400,1,2044,NULL,,Orders'
1836,226081,10/98/18',Toys,TY1850,1,2045,NULL,,Orders'
1837,226081,10/98/18',Toys,TY2200,1,2046,NULL,,Orders'
1838,226081,10/98/18',Toys,TY4600,1,2047,NULL,,Orders'
1839,230095,11/98/4',Software,SW9521,1,2048,NULL,,Orders'
1840,103076,5/00/14',Pets,PT1200,1,2049,NULL,,Orders'
1841,103076,5/00/14',Pets,PT2100,2,205,NULL,,Orders'
1842,103076,5/00/14',Pets,PT3500,3,2050,NULL,,Orders'
1843,108833,6/00/21',Gardening,GD2000,1,2051,NULL,,Orders'
1844,130954,10/00/20',Toys,TY1300,3,2052,NULL,,Orders'
1845,130954,10/00/20',Toys,TY4200,1,2053,NULL,,Orders'
1846,130954,10/00/20',Toys,TY5300,1,2054,NULL,,Orders'
1847,157794,3/01/11',Sports,SP3300,1,2055,NULL,,Orders'
1848,109846,3/97/20',Software,SW7221,1,2056,NULL,,Orders'
1849,129859,7/97/7',Gardening,GD2000,1,2057,NULL,,Orders'
1850,129858,7/97/7',Pets,PT1000,1,2058,NULL,,Orders'
1851,129858,7/97/7',Pets,PT2400,4,2059,NULL,,Orders'
1852,129858,7/97/7',Pets,PT3500,1,206,NULL,,Orders'
1853,130781,7/97/12',Pets,PT2000,1,2060,NULL,,Orders'
1854,130781,7/97/12',Pets,PT2400,1,2061,NULL,,Orders'
1855,130781,7/97/12',Pets,PT3500,2,2062,NULL,,Orders'
1856,130781,7/97/12',Pets,PT4300,1,2063,NULL,,Orders'
1857,144716,9/97/23',Pets,PT3500,1,2064,NULL,,Orders'
1858,150046,10/97/22',Gardening,GD2300,1,2065,NULL,,Orders'
1859,152127,11/97/2',Toys,TY2100,3,2066,NULL,,Orders'
1860,155125,11/97/18',Toys,TY4100,1,2067,NULL,,Orders'
1861,164772,1/98/10',Sports,SP2200,1,2068,NULL,,Orders'
1862,178834,3/98/28',Pets,PT1300,2,2069,NULL,,Orders'
1863,201855,7/98/7',Sports,SP3300,3,207,NULL,,Orders'
1864,207156,7/98/30',Collectibles,CC1200,3,2070,NULL,,Orders'
1865,207156,7/98/30',Collectibles,CC2100,2,2071,NULL,,Orders'
1866,207156,7/98/30',Collectibles,CC2400,1,2072,NULL,,Orders'
1867,207156,7/98/30',Collectibles,CC4700,1,2073,NULL,,Orders'
1868,210242,8/98/12',Pets,PT4300,1,2074,NULL,,Orders'
1869,210460,8/98/13',Sports,SP2500,4,2075,NULL,,Orders'
1870,221359,9/98/28',Toys,TY3400,1,2076,NULL,,Orders'
1871,109846,6/00/27',Software,SW7221,1,2077,NULL,,Orders'
1872,129859,10/00/14',Gardening,GD2000,1,2078,NULL,,Orders'
1873,129858,10/00/14',Pets,PT1000,1,2079,NULL,,Orders'
1874,129858,10/00/14',Pets,PT2400,4,208,NULL,,Orders'
1875,129858,10/00/14',Pets,PT3500,1,2080,NULL,,Orders'
1876,130781,10/00/19',Pets,PT2000,1,2081,NULL,,Orders'
1877,130781,10/00/19',Pets,PT2400,1,2082,NULL,,Orders'
1878,130781,10/00/19',Pets,PT3500,2,2083,NULL,,Orders'
1879,130781,10/00/19',Pets,PT4300,1,2084,NULL,,Orders'
1880,144716,12/00/31',Pets,PT3500,1,2085,NULL,,Orders'
1881,150046,1/01/29',Gardening,GD2300,1,2086,NULL,,Orders'
1882,152127,2/01/9',Toys,TY2100,3,2087,NULL,,Orders'
1883,155125,2/01/25',Toys,TY4100,1,2088,NULL,,Orders'
1884,164772,4/01/19',Sports,SP2200,1,2089,NULL,,Orders'
1885,116980,4/97/30',Toys,TY2500,1,209,NULL,,Orders'
1886,140272,8/97/31',Sports,SP2200,1,2090,NULL,,Orders'
1887,141454,9/97/6',Pets,PT4400,1,2091,NULL,,Orders'
1888,158579,12/97/6',Software,SW2927,1,2092,NULL,,Orders'
1889,166197,1/98/19',Sports,SP3300,1,2093,NULL,,Orders'
1890,191079,5/98/22',Pets,PT2000,1,2094,NULL,,Orders'
1891,194744,6/98/7',Toys,TY1850,4,2095,NULL,,Orders'
1892,211677,8/98/18',Toys,TY1300,1,2096,NULL,,Orders'
1893,216638,9/98/8',Sports,SP2400,1,2097,NULL,,Orders'
1894,230101,11/98/4',Pets,PT3200,2,2098,NULL,,Orders'
1895,116980,8/00/7',Toys,TY2500,1,2099,NULL,,Orders'
1896,140272,12/00/8',Sports,SP2200,1,21,NULL,,Orders'
1897,141454,12/00/14',Pets,PT4400,1,210,NULL,,Orders'
1898,158579,3/01/15',Software,SW2927,1,2100,NULL,,Orders'
1899,166197,4/01/28',Sports,SP3300,1,2101,NULL,,Orders'
1900,130250,7/97/9',Toys,TY4500,1,2102,NULL,,Orders'
1901,170448,2/98/13',Sports,SP2400,1,2103,NULL,,Orders'
1902,202288,7/98/9',Sports,SP2700,1,2104,NULL,,Orders'
1903,210471,8/98/13',Pets,PT1400,4,2105,NULL,,Orders'
1904,228219,10/98/27',Pets,PT3200,1,2106,NULL,,Orders'
1905,228218,10/98/27',Sports,SP2500,1,2107,NULL,,Orders'
1906,238997,12/98/12',Toys,TY3700,1,2108,NULL,,Orders'
1907,130250,10/00/16',Toys,TY4500,1,2109,NULL,,Orders'
1908,170448,5/01/23',Sports,SP2400,1,211,NULL,,Orders'
1909,105061,2/97/18',Sports,SP2000,1,2110,NULL,,Orders'
1910,110513,3/97/24',Pets,PT4300,1,2111,NULL,,Orders'
1911,133446,7/97/26',Software,SW3895,1,2112,NULL,,Orders'
1912,133446,7/97/26',Software,SW4550,1,2113,NULL,,Orders'
1913,133446,7/97/26',Software,SW6269,1,2114,NULL,,Orders'
1914,156457,11/97/25',Sports,SP3300,1,2115,NULL,,Orders'
1915,165512,1/98/15',Gardening,GD1300,1,2116,NULL,,Orders'
1916,165512,1/98/15',Gardening,GD2400,3,2117,NULL,,Orders'
1917,165512,1/98/15',Gardening,GD3100,1,2118,NULL,,Orders'
1918,165512,1/98/15',Gardening,GD4200,1,2119,NULL,,Orders'
1919,194970,6/98/8',Sports,SP2200,1,212,NULL,,Orders'
1920,210248,8/98/12',Sports,SP1300,1,2120,NULL,,Orders'
1921,105061,5/00/28',Sports,SP2000,1,2121,NULL,,Orders'
1922,110513,7/00/1',Pets,PT4300,1,2122,NULL,,Orders'
1923,133446,11/00/2',Software,SW3895,1,2123,NULL,,Orders'
1924,133446,11/00/2',Software,SW4550,1,2124,NULL,,Orders'
1925,133446,11/00/2',Software,SW6269,1,2125,NULL,,Orders'
1926,156457,3/01/4',Sports,SP3300,1,2126,NULL,,Orders'
1927,165512,4/01/24',Gardening,GD1300,1,2127,NULL,,Orders'
1928,165512,4/01/24',Gardening,GD2400,3,2128,NULL,,Orders'
1929,165512,4/01/24',Gardening,GD3100,1,2129,NULL,,Orders'
1930,165512,4/01/24',Gardening,GD4200,1,213,NULL,,Orders'
1931,120372,5/97/18',Sports,SP1000,1,2130,NULL,,Orders'
1932,156460,11/97/25',Pets,PT4300,4,2131,NULL,,Orders'
1933,172117,2/98/22',Software,SW3895,4,2132,NULL,,Orders'
1934,199006,6/98/25',Sports,SP1100,1,2133,NULL,,Orders'
1935,199257,6/98/26',Sports,SP1000,4,2134,NULL,,Orders'
1936,199257,6/98/26',Sports,SP1100,4,2135,NULL,,Orders'
1937,199257,6/98/26',Sports,SP3400,1,2136,NULL,,Orders'
1938,224732,10/98/12',Pets,PT1300,4,2137,NULL,,Orders'
1939,225389,10/98/15',Software,SW6531,1,2138,NULL,,Orders'
1940,120372,8/00/25',Sports,SP1000,1,2139,NULL,,Orders'
1941,156460,3/01/4',Pets,PT4300,4,214,NULL,,Orders'
1942,110859,3/97/26',Sports,SP1000,3,2140,NULL,,Orders'
1943,110859,3/97/26',Sports,SP1400,4,2141,NULL,,Orders'
1944,110859,3/97/26',Sports,SP2400,1,2142,NULL,,Orders'
1945,126048,6/97/17',Sports,SP2200,3,2143,NULL,,Orders'
1946,186297,5/98/1',Gardening,GD4000,1,2144,NULL,,Orders'
1947,189914,5/98/17',Gardening,GD3000,0,2145,NULL,,Orders'
1948,189914,5/98/17',Gardening,GD3200,1,2146,NULL,,Orders'
1949,189914,5/98/17',Gardening,GD3400,1,2147,NULL,,Orders'
1950,189914,5/98/17',Gardening,GD4000,4,2148,NULL,,Orders'
1951,215864,9/98/5',Software,SW2147,1,2149,NULL,,Orders'
1952,230346,11/98/5',Collectibles,CC3200,1,215,NULL,,Orders'
1953,110859,7/00/3',Sports,SP1000,3,2150,NULL,,Orders'
1954,110859,7/00/3',Sports,SP1400,4,2151,NULL,,Orders'
1955,110859,7/00/3',Sports,SP2400,1,2152,NULL,,Orders'
1956,126048,9/00/24',Sports,SP2200,3,2153,NULL,,Orders'
1957,104191,2/97/12',Pets,PT4400,4,2154,NULL,,Orders'
